mode,cohort_filter,wave,company_count,top_company_count,top_company_rate,public_count,public_rate,acquired_count,acquired_rate,public_or_acquired_count,public_or_acquired_rate,inactive_count,inactive_rate
strict,through_2020,Web / Social / UGC,285,7,0.02456140350877193,0,0.0,80,0.2807017543859649,80,0.2807017543859649,137,0.4807017543859649
strict,through_2020,Mobile-Enabled Commerce / Marketplaces,503,17,0.033797216699801194,6,0.011928429423459244,98,0.19483101391650098,104,0.20675944333996024,175,0.34791252485089463
strict,through_2020,Fintech,315,18,0.05714285714285714,1,0.0031746031746031746,78,0.24761904761904763,79,0.2507936507936508,56,0.17777777777777778
strict,through_2020,Crypto / Web3,67,2,0.029850746268656716,1,0.014925373134328358,13,0.19402985074626866,14,0.208955223880597,14,0.208955223880597
strict,through_2020,Generative AI / Agents,53,0,0.0,0,0.0,11,0.20754716981132076,11,0.20754716981132076,7,0.1320754716981132
strict,through_2020,Other,1253,45,0.035913806863527534,15,0.011971268954509178,312,0.2490023942537909,327,0.26097366320830007,360,0.28731045490822027
